IdCategoria;IdFabricante;Referencia;PartNumber;UpcCode;Peso;Fotografia;Oferta;FechaInicioOferta;FechaFinOferta;Nombre;Resumen;Descripcion;InfoGeneral;EspecificacionesAmpliadas;Accesorios;Stock;FechaStock;Tasas;Coste;DesCategoria;DesFabricante;
281;15279;PHYRO ULTGAM1;PHYRO ULTRA GAMING 1;;0,000;/PHYRO ULTRA GAMING 1.JPG;0;;;;;;;;;1;;5,33;3603,17;Ordenadores;Speedler;
281;15279;PHYRO ULTGAM2;PHYRO ULTRA GAMING 2;;0,000;/PHYRO ULTRA GAMING 2.JPG;0;;;;;;;;;1;;5,33;4388,70;Ordenadores;Speedler;
258;1;PLU-5000;PLU-5000;;0,000;/PLU-5000.JPG;0;;;;;;;;;1;;0,00;6,95;Cables y Adaptadores Ethernet;[sin fabricante];
0;1;POE-24-12W-G;POE-24-12W-G;;0,000;/POE-24-12W-G.JPG;0;;;;;;;;;1;;0,00;8,95;;[sin fabricante];
285;1;POLE800;POLE800;;0,000;/POLE800.JPG;0;;;;;;;;;1;;0,00;9,95;Componentes Rack;[sin fabricante];
270;1;PP-LSA;IC-LSA-PT;;0,000;/IC-LSA-PT.JPG;0;;;;;;;;;1;;0,00;6,95;Cables Herramientas;[sin fabricante];
258;8548;PP6-0.25M;PP6-0.25M;;0,000;/PP6-0.25M.JPG;0;;;;;;;;;1;;0,00;0,95;Cables y Adaptadores Ethernet;Gembird;
125;1551;PSD416G32002;PSD416G32002;;0,000;/PSD416G32002.JPG;0;;;;;;;;;16;;0,00;99,95;Memorias;Patriot;
743;1;PTSB8080;PTSB8080;;0,000;/PTSB8080.JPG;0;;;;;;;;;745;;0,00;3,95;Papel de Impresoras de Tickets;[sin fabricante];
425;8088;R4-TMBB-08FK-;R4-TMBB-08FK-R0;;0,000;/R4-TMBB-08FK-R0.JPG;0;;;;;;;;;1;;0,00;7,25;Modding;Cooler Master;
159;10297;RE200;RE200;;0,000;/RE200.JPG;0;;;;;;;;;0;;0,00;23,95;Puntos de acceso Wireless-inalambrico;TP-LINK;
316;8941;SA400S37/480G;SA400S37/480G;;0,000;/SA400S37/480G.JPG;0;;;SSD  480GB 2.5"SATA3 KINGSTON A400;;;;;;0;;1,50;91,45;SSD;Kingston;
220;9885;SAI SPS 900;662AF000003;;0,000;/662AF000003.JPG;0;;;SAI SALICRU SPS ONE 900VA;;;;;;0;;0,00;69,95;Equipos SAI-UPS;SALICRU;
256;9376;SINPN01;SINPN01;;0,000;/SINPN01.JPG;0;;;CABLE AUDIO MINIJACK M/M  1.80M;;;;;;1;;0,00;0,95;Cables Video y Audio;Nano Cable;
256;1;SINPN02;SINPN02;;0,000;/SINPN02.JPG;0;;;ADAPTADOR HDMI H / USB Micro Macho (MHL to HDMI);;;;;;1;;0,00;1,95;Cables Video y Audio;[sin fabricante];
197;1;SINPN03;SINPN03;;0,000;/SINPN03.JPG;0;;;CARGADOR USB*2 A MECHERO COCHE 2.1A + CABLE USB A/C;;;;;;1;;0,00;2,95;Cargadores / Transformadores;[sin fabricante];
194;1;SINPN04;SINPN04;;0,000;/SINPN04.JPG;0;;;ADAPTADOR DB9H / DB25M;;;;;;1;;0,00;0,95;Adaptadores;[sin fabricante];
316;8941;SNV3S/1000G;SNV3S/1000G;;0,000;/SNV3S/1000G.JPG;0;;;;;;;;;8;;1,50;123,45;SSD;Kingston;
316;8941;SNV3S/2000G;SNV3S/2000G;;0,000;/SNV3S/2000G.JPG;0;;;;;;;;;0;;3,00;127,95;SSD;Kingston;
206;1;SP-B09SQ79F7N;B09SQ79F7N;;0,000;/B09SQ79F7N.JPG;0;;;;;;;;;0;;0,00;45,95;Soportes Ergonomicos;[sin fabricante];
248;1;SP-CPW200;SP-CPW200;;0,000;/SP-CPW200.JPG;0;;;CABLE ALIMENTENTACIÓN 220V 1.80M;;;;;;14;;0,00;1,25;Cables Corriente;[sin fabricante];
125;1;SP008GBLFU320;SP008GBLFU320X2;;0,000;/SP008GBLFU320X2.JPG;0;;;;;;;;;6;;0,00;53,95;Memorias;[sin fabricante];
